  
       XFOIL         Version 6.96
  
 Calculated polar for: NACA 2.5411                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.100 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
136.000000          -0.899452           0.874590            -0.410844           0.000000            -0.899452           0.000000            
137.000000          -0.897808           0.843219            -0.405076           0.000000            -0.897808           0.000000            
138.000000          -0.895070           0.811924            -0.399121           0.000000            -0.895070           0.000000            
139.000000          -0.891241           0.780744            -0.392979           0.000000            -0.891241           0.000000            
140.000000          -0.886327           0.749717            -0.386650           0.000000            -0.886327           0.000000            
141.000000          -0.880333           0.718879            -0.380137           0.000000            -0.880333           0.000000            
142.000000          -0.873266           0.688270            -0.373439           0.000000            -0.873266           0.000000            
143.000000          -0.865135           0.657926            -0.366558           0.000000            -0.865135           0.000000            
144.000000          -0.855951           0.627885            -0.359495           0.000000            -0.855951           0.000000            
145.000000          -0.845723           0.598182            -0.352251           0.000000            -0.845723           0.000000            
146.000000          -0.834465           0.568854            -0.344828           0.000000            -0.834465           0.000000            
147.000000          -0.822191           0.539937            -0.337227           0.000000            -0.822191           0.000000            
148.000000          -0.808915           0.511466            -0.329450           0.000000            -0.808915           0.000000            
149.000000          -0.794653           0.483476            -0.321497           0.000000            -0.794653           0.000000            
150.000000          -0.779423           0.456000            -0.313371           0.000000            -0.779423           0.000000            
151.000000          -0.763243           0.429073            -0.305073           0.000000            -0.763243           0.000000            
152.000000          -0.746134           0.402726            -0.296605           0.000000            -0.746134           0.000000            
153.000000          -0.728115           0.376993            -0.287970           0.000000            -0.728115           0.000000            
154.000000          -0.709210           0.351905            -0.279168           0.000000            -0.709210           0.000000            
155.000000          -0.689440           0.327491            -0.270202           0.000000            -0.689440           0.000000            
156.000000          -0.668830           0.303782            -0.261074           0.000000            -0.668830           0.000000            
157.000000          -0.647406           0.280807            -0.251786           0.000000            -0.647406           0.000000            
158.000000          -0.625193           0.258594            -0.242340           0.000000            -0.625193           0.000000            
159.000000          -0.602218           0.237170            -0.232739           0.000000            -0.602218           0.000000            
160.000000          -0.578509           0.216560            -0.222984           0.000000            -0.578509           0.000000            
161.000000          -0.554095           0.196790            -0.213079           0.000000            -0.554095           0.000000            
162.000000          -0.529007           0.177885            -0.203026           0.000000            -0.529007           0.000000            
163.000000          -0.503274           0.159866            -0.192827           0.000000            -0.503274           0.000000            
164.000000          -0.476927           0.142757            -0.182486           0.000000            -0.476927           0.000000            
165.000000          -0.450000           0.126577            -0.172004           0.000000            -0.450000           0.000000            
166.000000          -0.422524           0.111347            -0.161385           0.000000            -0.422524           0.000000            
167.000000          -0.394534           0.097085            -0.150631           0.000000            -0.394534           0.000000            
168.000000          -0.366063           0.083809            -0.139746           0.000000            -0.366063           0.000000            
169.000000          -0.337146           0.071535            -0.128731           0.000000            -0.337146           0.000000            
170.000000          -0.307818           0.060277            -0.117592           0.000000            -0.307818           0.000000            
171.000000          -0.278115           0.050049            -0.106329           0.000000            -0.278115           0.000000            
172.000000          -0.248074           0.040864            -0.094948           0.000000            -0.248074           0.000000            
173.000000          -0.217730           0.032734            -0.083450           0.000000            -0.217730           0.000000            
174.000000          -0.187121           0.025667            -0.071839           0.000000            -0.187121           0.000000            
175.000000          -0.156283           0.019673            -0.060119           0.000000            -0.156283           0.000000            
176.000000          -0.125256           0.014759            -0.048293           0.000000            -0.125256           0.000000            
177.000000          -0.094076           0.010930            -0.036365           0.000000            -0.094076           0.000000            
178.000000          -0.062781           0.008192            -0.024338           0.000000            -0.062781           0.000000            
179.000000          -0.031410           0.006548            -0.012215           0.000000            -0.031410           0.000000            
180.000000          0.000000            0.006000            0.000000            0.000000            0.000000            0.000000            
