       XFOIL         Version 6.96
  
 Calculated polar for: NACA 2.5411                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
-67.000000          -0.656951           1.520265            0.378260            -12.261514          -0.656951           0.000000            
-66.000000          -0.679253           1.497088            0.373018            -12.076254          -0.679253           0.000000            
-65.000000          -0.700782           1.473179            0.367712            -11.890993          -0.700782           0.000000            
-64.000000          -0.721515           1.448567            0.362343            -11.705733          -0.721515           0.000000            
-63.000000          -0.741429           1.423282            0.356917            -11.520473          -0.741429           0.000000            
-62.000000          -0.760500           1.397353            0.351435            -11.335213          -0.760500           0.000000            
-61.000000          -0.778710           1.370814            0.345902            -11.149952          -0.778710           0.000000            
-60.000000          -0.796037           1.343695            0.340321            -10.964691          -0.796037           0.000000            
-59.000000          -0.812464           1.316030            0.334695            -10.779431          -0.812464           0.000000            
-58.000000          -0.827972           1.287851            0.329028            -10.594171          -0.827972           0.000000            
-57.000000          -0.842547           1.259195            0.323324            -10.408911          -0.842547           0.000000            
-56.000000          -0.856174           1.230094            0.317584            -10.223650          -0.856174           0.000000            
-55.000000          -0.868838           1.200585            0.311814            -10.038390          -0.868838           0.000000            
-54.000000          -0.880529           1.170703            0.306016            -9.853129           -0.880529           0.000000            
-53.000000          -0.891236           1.140484            0.300194            -9.667870           -0.891236           0.000000            
-52.000000          -0.900950           1.109966            0.294352            -9.482609           -0.900950           0.000000            
-51.000000          -0.909663           1.079184            0.288491            -9.297348           -0.909663           0.000000            
-50.000000          -0.917369           1.048177            0.282617            -9.112088           -0.917369           0.000000            
-49.000000          -0.924064           1.016983            0.276733            -8.926827           -0.924064           0.000000            
-48.000000          -0.929745           0.985638            0.270841            -8.741568           -0.929745           0.000000            
-47.000000          -0.934410           0.954180            0.264946            -8.556307           -0.934410           0.000000            
-46.000000          -0.938060           0.922650            0.259050            -8.371047           -0.938060           0.000000            
-45.000000          -0.940697           0.891083            0.253158            -8.185786           -0.940697           0.000000            
-44.000000          -0.942323           0.859519            0.247273            -8.000525           -0.942323           0.000000            
-43.000000          -0.942946           0.827996            0.241398            -7.815266           -0.942946           0.000000            
-42.000000          -0.942571           0.796553            0.235536            -7.630005           -0.942571           0.000000            
-41.000000          -0.941209           0.765227            0.229693            -7.444745           -0.941209           0.000000            
-40.000000          -0.938870           0.734056            0.223870            -7.259484           -0.938870           0.000000            
-39.000000          -0.935567           0.703079            0.218073            -7.074224           -0.935567           0.000000            
-38.000000          -0.931315           0.672333            0.212304            -6.888964           -0.931315           0.000000            
-37.000000          -0.926132           0.641855            0.206567            -6.703703           -0.926132           0.000000            
-36.000000          -0.920038           0.611683            0.200867            -6.518443           -0.920038           0.000000            
-35.000000          -0.913054           0.581852            0.195208            -6.333182           -0.913054           0.000000            
-34.000000          -0.905205           0.552399            0.185221            -6.147922           -0.905205           0.000000            
-33.000000          -0.896518           0.523361            0.175233            -5.962662           -0.896518           0.000000            
-32.000000          -0.887024           0.494772            0.165246            -5.777401           -0.887024           0.000000            
-31.000000          -0.876757           0.466666            0.155259            -5.592141           -0.876757           0.000000            
-30.000000          -0.865753           0.439079            0.145272            -5.406881           -0.865753           0.000000            
-29.000000          -0.854055           0.412043            0.135285            -5.221621           -0.854055           0.000000            
-28.000000          -0.841706           0.385592            0.125298            -5.036360           -0.841706           0.000000            
-27.000000          -0.828759           0.359757            0.115310            -4.851099           -0.828759           0.000000            
-26.000000          -0.815270           0.334570            0.105323            -4.665839           -0.815270           0.000000            
-25.000000          -0.801300           0.310062            0.095336            -4.480579           -0.801300           0.000000            
-24.000000          -0.786922           0.286262            0.085349            -4.295319           -0.786922           0.000000            
-23.000000          -0.772215           0.263199            0.075362            -4.110058           -0.772215           0.000000            
-22.000000          -0.757270           0.240902            0.065374            -3.924798           -0.757270           0.000000            
-21.000000          -0.742192           0.219397            0.055387            -3.739537           -0.742192           0.000000            
-20.000000          -0.727100           0.198710            0.045400            -3.554277           -0.727100           0.000000            
-19.500000          -0.455300           0.187040            0.007100            -3.461647           -0.209989           0.075442            
-18.500000          -0.677500           0.189310            0.032700            -3.276386           -0.656023           0.008196            
-18.000000          -0.434100           0.174680            0.000800            -3.183756           -0.232283           0.068378            
-17.500000          -0.642800           0.181270            0.025300            -3.091126           -0.623706           0.007739            
-17.000000          -0.626100           0.177630            0.021600            -2.998496           -0.608383           0.007413            
-16.500000          -0.607800           0.172670            0.018400            -2.905866           -0.590951           0.007278            
-16.000000          -0.598100           0.171030            0.013800            -2.813236           -0.584602           0.006057            
-15.500000          -0.576000           0.164580            0.011600            -2.720605           -0.562275           0.006359            
-15.000000          -0.398200           0.151270            -0.009900           -2.627975           -0.283180           0.049053            
-14.000000          -0.533300           0.151760            0.001900            -2.442715           -0.525073           0.004290            
-13.500000          -0.517500           0.146550            -0.000700           -2.350085           -0.510547           0.003780            
-13.000000          -0.507000           0.142110            -0.003800           -2.257455           -0.502220           0.002723            
-12.500000          -0.506100           0.139040            -0.007700           -2.164824           -0.504294           0.001087            
-10.500000          -0.479800           0.109300            -0.022800           -1.794304           -0.478259           0.001171            
-10.000000          -0.487300           0.100470            -0.027600           -1.701674           -0.481275           0.004937            
-9.500000           -0.501300           0.091060            -0.032800           -1.609043           -0.486102           0.013534            
-9.000000           -0.535100           0.078620            -0.041800           -1.516413           -0.499122           0.035367            
-8.500000           -0.575100           0.067260            -0.046400           -1.423783           -0.507778           0.073495            
-8.000000           -0.601600           0.057260            -0.046800           -1.331153           -0.503339           0.118700            
-7.500000           -0.606900           0.048680            -0.044800           -1.238523           -0.486571           0.160022            
-7.000000           -0.589400           0.042710            -0.042100           -1.145892           -0.459980           0.188683            
-6.500000           -0.562900           0.037600            -0.039300           -1.053262           -0.429759           0.213537            
-6.000000           -0.529000           0.033630            -0.036700           -0.960632           -0.396845           0.234406            
-5.500000           -0.490600           0.030490            -0.034400           -0.868002           -0.362361           0.253617            
-5.000000           -0.449900           0.028010            -0.032100           -0.775372           -0.327053           0.274018            
-4.500000           -0.407900           0.025970            -0.030000           -0.682741           -0.291231           0.297996            
-4.000000           -0.365400           0.024310            -0.028100           -0.590111           -0.255103           0.329237            
-3.500000           -0.322000           0.022910            -0.026500           -0.497481           -0.218522           0.370942            
-3.000000           -0.278900           0.021680            -0.025100           -0.404851           -0.181695           0.435593            
-2.500000           -0.238200           0.020490            -0.023200           -0.312221           -0.144802           0.557871            
-2.000000           -0.206100           0.019520            -0.018200           -0.219591           -0.108027           0.879077            
-1.500000           -0.118600           0.019480            -0.022800           -0.126960           -0.062381           0.870542            
-1.000000           -0.028000           0.020140            -0.031700           -0.034330           -0.016244           0.649993            
-0.500000           0.058300            0.020720            -0.039100           0.058300            0.029150            1.000000            
0.000000            0.141400            0.021180            -0.045400           0.150930            0.074214            0.875773            
0.500000            0.223400            0.021510            -0.050900           0.243560            0.119092            0.838028            
1.000000            0.298500            0.021730            -0.054600           0.336191            0.162947            0.782442            
1.500000            0.366200            0.021910            -0.056500           0.428821            0.205606            0.719460            
2.000000            0.432600            0.022010            -0.057700           0.521451            0.247963            0.675120            
2.500000            0.493100            0.022160            -0.057700           0.614081            0.289240            0.627569            
3.000000            0.552200            0.022310            -0.057100           0.706711            0.330160            0.589667            
3.500000            0.606700            0.022590            -0.055700           0.799341            0.370128            0.551175            
4.000000            0.660200            0.022900            -0.054100           0.891972            0.409782            0.519335            
4.500000            0.712400            0.023250            -0.052100           0.984602            0.449071            0.491716            
5.000000            0.762800            0.023650            -0.049800           1.077232            0.487888            0.466471            
5.500000            0.810400            0.024090            -0.046900           1.169862            0.526004            0.441706            
6.000000            0.855600            0.024520            -0.043600           1.262492            0.563473            0.417910            
6.500000            0.894600            0.025140            -0.039700           1.355123            0.599383            0.390633            
7.000000            0.928100            0.025980            -0.035200           1.447753            0.633767            0.361595            
7.500000            0.954300            0.027340            -0.030100           1.540383            0.666026            0.329698            
8.000000            0.974500            0.029740            -0.025100           1.633013            0.696274            0.297016            
8.500000            0.994700            0.032830            -0.020800           1.725643            0.726007            0.268791            
9.000000            1.020100            0.036070            -0.017200           1.818273            0.756819            0.248038            
9.500000            1.051900            0.039450            -0.014400           1.910904            0.789289            0.234137            
10.000000           1.088100            0.043130            -0.012300           2.003534            0.822976            0.224575            
10.500000           1.121200            0.047470            -0.010100           2.096164            0.855590            0.214103            
11.000000           1.144000            0.052260            -0.007400           2.188794            0.884703            0.198834            
11.500000           1.148500            0.057610            -0.003300           2.281424            0.907202            0.175589            
12.000000           1.152700            0.062940            0.000000            2.374054            0.928780            0.154933            
12.500000           1.110800            0.070060            0.003700            2.466685            0.931062            0.117046            
13.000000           1.059800            0.078870            0.003200            2.559315            0.925195            0.082372            
13.500000           0.979900            0.093090            -0.005900           2.651945            0.898282            0.046541            
14.000000           0.885100            0.119140            -0.027900           2.744575            0.850182            0.018432            
14.500000           0.865200            0.133520            -0.038700           2.837205            0.843452            0.010908            
15.000000           0.861500            0.143640            -0.046200           2.929836            0.846620            0.007143            
15.500000           0.857600            0.153360            -0.054700           3.022466            0.848315            0.004270            
16.000000           0.864900            0.160890            -0.060600           3.115096            0.858357            0.002899            
17.500000           0.623200            0.174790            -0.044900           3.392987            0.565495            0.020408            
18.000000           0.914000            0.188420            -0.082700           3.485617            0.912499            0.000583            
18.500000           0.921400            0.189520            -0.088600           3.578247            0.920811            0.000222            
19.000000           0.935800            0.193120            -0.093000           3.670877            0.935537            0.000096            
19.500000           0.955200            0.198670            -0.096400           3.763507            0.955039            0.000057            
20.000000           0.641400            0.200170            -0.055100           3.856138            0.641400            0.000000            
21.000000           1.017955            0.216978            -0.065591           4.041398            1.017955            0.000000            
22.000000           1.017477            0.238500            -0.076082           4.226658            1.017477            0.000000            
23.000000           1.018102            0.260815            -0.086573           4.411919            1.018102            0.000000            
24.000000           1.019575            0.283895            -0.097064           4.597179            1.019575            0.000000            
25.000000           1.021677            0.307714            -0.107556           4.782439            1.021677            0.000000            
26.000000           1.024219            0.332242            -0.118047           4.967700            1.024219            0.000000            
27.000000           1.027038            0.357449            -0.128538           5.152960            1.027038            0.000000            
28.000000           1.029994            0.383304            -0.139029           5.338221            1.029994            0.000000            
29.000000           1.032962            0.409777            -0.149520           5.523481            1.032962            0.000000            
30.000000           1.035833            0.436835            -0.160011           5.708741            1.035833            0.000000            
31.000000           1.038510            0.464446            -0.170502           5.894001            1.038510            0.000000            
32.000000           1.040908            0.492575            -0.180993           6.079262            1.040908            0.000000            
33.000000           1.042950            0.521188            -0.191485           6.264522            1.042950            0.000000            
34.000000           1.044568            0.550252            -0.201976           6.449782            1.044568            0.000000            
35.000000           1.045701            0.579730            -0.212467           6.635043            1.045701            0.000000            
36.000000           1.046296            0.609587            -0.217097           6.820303            1.046296            0.000000            
37.000000           1.046302            0.639786            -0.221810           7.005564            1.046302            0.000000            
38.000000           1.045678            0.670292            -0.226602           7.190824            1.045678            0.000000            
39.000000           1.044383            0.701066            -0.231465           7.376084            1.044383            0.000000            
40.000000           1.042385            0.732072            -0.236394           7.561345            1.042385            0.000000            
41.000000           1.039651            0.763272            -0.241384           7.746605            1.039651            0.000000            
42.000000           1.036155            0.794628            -0.246429           7.931866            1.036155            0.000000            
43.000000           1.031873            0.826102            -0.251525           8.117126            1.031873            0.000000            
44.000000           1.026785            0.857656            -0.256666           8.302386            1.026785            0.000000            
45.000000           1.020873            0.889251            -0.261849           8.487646            1.020873            0.000000            
46.000000           1.014123            0.920850            -0.267068           8.672907            1.014123            0.000000            
47.000000           1.006521            0.952414            -0.272319           8.858168            1.006521            0.000000            
48.000000           0.998059            0.983904            -0.277598           9.043427            0.998059            0.000000            
49.000000           0.988729            1.015283            -0.282901           9.228688            0.988729            0.000000            
50.000000           0.978526            1.046512            -0.288223           9.413948            0.978526            0.000000            
51.000000           0.967446            1.077554            -0.293561           9.599209            0.967446            0.000000            
52.000000           0.955490            1.108371            -0.298910           9.784469            0.955490            0.000000            
53.000000           0.942657            1.138925            -0.304267           9.969729            0.942657            0.000000            
54.000000           0.928951            1.169180            -0.309628           10.154990           0.928951            0.000000            
55.000000           0.914377            1.199099            -0.314988           10.340250           0.914377            0.000000            
56.000000           0.898941            1.228645            -0.320343           10.525511           0.898941            0.000000            
57.000000           0.882651            1.257784            -0.325691           10.710771           0.882651            0.000000            
58.000000           0.865518            1.286479            -0.331026           10.896031           0.865518            0.000000            
59.000000           0.847553            1.314695            -0.336346           11.081291           0.847553            0.000000            
60.000000           0.828769            1.342399            -0.341646           11.266552           0.828769            0.000000            
61.000000           0.809181            1.369558            -0.346922           11.451813           0.809181            0.000000            
62.000000           0.788804            1.396137            -0.352170           11.637073           0.788804            0.000000            
63.000000           0.767657            1.422106            -0.357387           11.822333           0.767657            0.000000            
64.000000           0.745758            1.447432            -0.362569           12.007593           0.745758            0.000000            
65.000000           0.723127            1.472085            -0.367712           12.192854           0.723127            0.000000            
66.000000           0.699786            1.496035            -0.372811           12.378114           0.699786            0.000000            
67.000000           0.675757            1.519253            -0.377864           12.563375           0.675757            0.000000            
68.000000           0.651065            1.541711            -0.382866           12.748635           0.651065            0.000000            
69.000000           0.625733            1.563383            -0.387813           12.933895           0.625733            0.000000            
70.000000           0.599788            1.584241            -0.392701           13.119156           0.599788            0.000000            
71.000000           0.573258            1.604261            -0.397527           13.304416           0.573258            0.000000            
72.000000           0.546170            1.623418            -0.402286           13.489676           0.546170            0.000000            
73.000000           0.518553            1.641689            -0.406974           13.674936           0.518553            0.000000            
74.000000           0.490438            1.659053            -0.411588           13.860197           0.490438            0.000000            
75.000000           0.461855            1.675488            -0.416124           14.045458           0.461855            0.000000            
76.000000           0.432835            1.690975            -0.420576           14.230718           0.432835            0.000000            
77.000000           0.403412            1.705495            -0.424943           14.415978           0.403412            0.000000            
78.000000           0.373617            1.719030            -0.429218           14.601238           0.373617            0.000000            
79.000000           0.343486            1.731565            -0.433399           14.786499           0.343486            0.000000            
80.000000           0.313052            1.743084            -0.437482           14.971759           0.313052            0.000000            
81.000000           0.282351            1.753573            -0.441462           15.157020           0.282351            0.000000            
82.000000           0.251417            1.763020            -0.445335           15.342280           0.251417            0.000000            
83.000000           0.220288            1.771414            -0.449098           15.527540           0.220288            0.000000            
84.000000           0.188999            1.778744            -0.452745           15.712801           0.188999            0.000000            
85.000000           0.157587            1.785002            -0.456274           15.898061           0.157587            0.000000            
86.000000           0.126090            1.790181            -0.459681           16.083321           0.126090            0.000000            
87.000000           0.094544            1.794274            -0.462960           16.268581           0.094544            0.000000            
88.000000           0.062989            1.797277            -0.466108           16.453842           0.062989            0.000000            
89.000000           0.031462            1.799186            -0.469122           16.639103           0.031462            0.000000            
