       XFOIL         Version 6.96
  
 Calculated polar for: NACA 2.5411                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
-64.000000          -0.528147           1.369560            0.340681            -7.360332           -0.528147           0.000000            
-63.000000          -0.539566           1.346194            0.334668            -7.241196           -0.539566           0.000000            
-62.000000          -0.550460           1.322221            0.328585            -7.122060           -0.550460           0.000000            
-61.000000          -0.560816           1.297669            0.322440            -7.002924           -0.560816           0.000000            
-60.000000          -0.570622           1.272568            0.316241            -6.883788           -0.570622           0.000000            
-59.000000          -0.579866           1.246949            0.309996            -6.764651           -0.579866           0.000000            
-58.000000          -0.588537           1.220841            0.303710            -6.645515           -0.588537           0.000000            
-57.000000          -0.596623           1.194276            0.297392            -6.526379           -0.596623           0.000000            
-56.000000          -0.604114           1.167287            0.291048            -6.407243           -0.604114           0.000000            
-55.000000          -0.610999           1.139905            0.284684            -6.288107           -0.610999           0.000000            
-54.000000          -0.617266           1.112164            0.278309            -6.168971           -0.617266           0.000000            
-53.000000          -0.622908           1.084098            0.271927            -6.049834           -0.622908           0.000000            
-52.000000          -0.627913           1.055738            0.265545            -5.930698           -0.627913           0.000000            
-51.000000          -0.632272           1.027121            0.259168            -5.811562           -0.632272           0.000000            
-50.000000          -0.635978           0.998280            0.252802            -5.692426           -0.635978           0.000000            
-49.000000          -0.639021           0.969249            0.246452            -5.573290           -0.639021           0.000000            
-48.000000          -0.641394           0.940065            0.240124            -5.454154           -0.641394           0.000000            
-47.000000          -0.643090           0.910761            0.233821            -5.335017           -0.643090           0.000000            
-46.000000          -0.644103           0.881373            0.227549            -5.215881           -0.644103           0.000000            
-45.000000          -0.644427           0.851936            0.221311            -5.096745           -0.644427           0.000000            
-44.000000          -0.644056           0.822486            0.215112            -4.977609           -0.644056           0.000000            
-43.000000          -0.642987           0.793057            0.208954            -4.858473           -0.642987           0.000000            
-42.000000          -0.641217           0.763685            0.202842            -4.739336           -0.641217           0.000000            
-41.000000          -0.638743           0.734404            0.196779            -4.620200           -0.638743           0.000000            
-40.000000          -0.635565           0.705250            0.190767            -4.501064           -0.635565           0.000000            
-39.000000          -0.631682           0.676256            0.184810            -4.381928           -0.631682           0.000000            
-38.000000          -0.627097           0.647457            0.178910            -4.262792           -0.627097           0.000000            
-37.000000          -0.621814           0.618886            0.173069            -4.143656           -0.621814           0.000000            
-36.000000          -0.615838           0.590576            0.167291            -4.024519           -0.615838           0.000000            
-35.000000          -0.609178           0.562559            0.161577            -3.905383           -0.609178           0.000000            
-34.000000          -0.601844           0.534867            0.155930            -3.786247           -0.601844           0.000000            
-33.000000          -0.593853           0.507530            0.150354            -3.667111           -0.593853           0.000000            
-32.000000          -0.585223           0.480576            0.144850            -3.547975           -0.585223           0.000000            
-31.000000          -0.575981           0.454033            0.136687            -3.428838           -0.575981           0.000000            
-30.000000          -0.566160           0.427927            0.128524            -3.309702           -0.566160           0.000000            
-29.000000          -0.555802           0.402280            0.120360            -3.190566           -0.555802           0.000000            
-28.000000          -0.544964           0.377112            0.112197            -3.071430           -0.544964           0.000000            
-27.000000          -0.533720           0.352438            0.104034            -2.952294           -0.533720           0.000000            
-26.000000          -0.522168           0.328269            0.095870            -2.833158           -0.522168           0.000000            
-25.000000          -0.510440           0.304606            0.087707            -2.714021           -0.510440           0.000000            
-24.000000          -0.498720           0.281442            0.079544            -2.594885           -0.498720           0.000000            
-23.000000          -0.487260           0.258755            0.071380            -2.475749           -0.487260           0.000000            
-22.000000          -0.476418           0.236502            0.063217            -2.356613           -0.476418           0.000000            
-21.000000          -0.466713           0.214610            0.055053            -2.237477           -0.466713           0.000000            
-20.000000          -0.458907           0.192964            0.046890            -2.118341           -0.458907           0.000000            
-19.000000          -0.454146           0.171390            0.038727            -1.999205           -0.450759           0.002187            
-18.000000          -0.454174           0.149626            0.030563            -1.880068           -0.453761           0.000289            
-17.000000          -0.627400           0.167210            0.022400            -1.760932           -0.583166           0.037558            
-15.000000          -0.883900           0.080340            -0.034000           -1.522660           -0.642371           0.274374            
-14.500000          -0.983400           0.057580            -0.049600           -1.463092           -0.651167           0.409192            
-14.000000          -1.028400           0.042690            -0.062500           -1.403524           -0.642733           0.506929            
-13.500000          -1.046900           0.035490            -0.066700           -1.343956           -0.627283           0.585508            
-13.000000          -1.052900           0.031770            -0.063900           -1.284387           -0.608648           0.657431            
-12.500000          -1.040500           0.028810            -0.060700           -1.224819           -0.586394           0.711291            
-12.000000          -1.018900           0.026230            -0.057700           -1.165251           -0.562406           0.757233            
-11.500000          -0.990100           0.024430            -0.054700           -1.105683           -0.537152           0.796699            
-11.000000          -0.960400           0.022620            -0.051400           -1.046115           -0.511636           0.839629            
-10.500000          -0.929000           0.021030            -0.048100           -0.986547           -0.485749           0.885089            
-10.000000          -0.895300           0.019690            -0.044800           -0.926979           -0.459425           0.932245            
-9.500000           -0.861100           0.018370            -0.041500           -0.867411           -0.432912           0.985476            
-9.000000           -0.807800           0.017140            -0.042000           -0.807843           -0.403916           0.999894            
-8.500000           -0.745000           0.015960            -0.044400           -0.748275           -0.373727           0.991257            
-8.000000           -0.680600           0.014890            -0.046900           -0.688707           -0.343331           0.976528            
-7.500000           -0.615900           0.013950            -0.049300           -0.629138           -0.312888           0.958139            
-7.000000           -0.550800           0.013100            -0.051700           -0.569570           -0.282379           0.934642            
-6.500000           -0.485600           0.012290            -0.054000           -0.510002           -0.251837           0.905478            
-6.000000           -0.422000           0.011590            -0.055800           -0.450434           -0.221485           0.875805            
-5.500000           -0.361400           0.010940            -0.056800           -0.390866           -0.191528           0.852181            
-5.000000           -0.304400           0.010390            -0.057100           -0.331298           -0.162067           0.841057            
-4.500000           -0.248500           0.009880            -0.056900           -0.271730           -0.132761           0.832841            
-4.000000           -0.193600           0.009420            -0.056600           -0.212162           -0.103596           0.829026            
-3.500000           -0.139100           0.008990            -0.056200           -0.152594           -0.074489           0.827234            
-3.000000           -0.085000           0.008600            -0.055700           -0.093026           -0.045440           0.831344            
-2.500000           -0.030800           0.008250            -0.055200           -0.033458           -0.016375           0.844423            
-2.000000           0.023100            0.007940            -0.054700           0.026110            0.012643            0.776464            
-1.500000           0.076900            0.007630            -0.054200           0.085679            0.041650            0.800618            
-1.000000           0.129600            0.007270            -0.053500           0.145247            0.070494            0.790688            
-0.500000           0.181600            0.006920            -0.052600           0.204815            0.099233            0.780125            
0.000000            0.232700            0.006690            -0.051400           0.264383            0.127835            0.767972            
0.500000            0.282500            0.006540            -0.049500           0.323951            0.156237            0.752847            
1.000000            0.333600            0.006580            -0.047800           0.383519            0.184836            0.748751            
1.500000            0.398200            0.006800            -0.049300           0.443087            0.215467            0.802798            
2.000000            0.469600            0.007070            -0.052600           0.502655            0.246980            0.870714            
2.500000            0.543400            0.007350            -0.056600           0.562223            0.278698            0.933610            
3.000000            0.592100            0.007650            -0.055200           0.621791            0.307046            0.905666            
3.500000            0.640800            0.007990            -0.053700           0.681359            0.335372            0.882772            
4.000000            0.689600            0.008370            -0.052300           0.740928            0.363694            0.863937            
4.500000            0.738200            0.008870            -0.050900           0.800496            0.391975            0.847509            
5.500000            0.832900            0.010330            -0.048100           0.919632            0.448142            0.816047            
6.000000            0.879000            0.011270            -0.046600           0.979200            0.476024            0.800865            
6.500000            0.925000            0.012220            -0.045200           1.038768            0.503877            0.787306            
7.000000            0.970900            0.013160            -0.043700           1.098336            0.531703            0.775099            
7.500000            1.016900            0.014050            -0.042200           1.157904            0.559534            0.764353            
8.000000            1.062300            0.014950            -0.040700           1.217472            0.587264            0.753776            
8.500000            1.106800            0.015890            -0.039100           1.277040            0.614845            0.742915            
9.000000            1.149700            0.016870            -0.037200           1.336608            0.642165            0.730852            
9.500000            1.190800            0.017920            -0.035200           1.396176            0.669185            0.717498            
10.000000           1.229300            0.019060            -0.032800           1.455745            0.695769            0.702037            
10.500000           1.264500            0.020290            -0.030000           1.515313            0.721785            0.683927            
11.000000           1.292700            0.021610            -0.026100           1.574881            0.746588            0.659323            
11.500000           1.315500            0.023190            -0.021800           1.634449            0.770375            0.630878            
12.000000           1.336300            0.024930            -0.017700           1.694017            0.793682            0.602685            
12.500000           1.351700            0.027080            -0.013700           1.753585            0.815856            0.571427            
13.000000           1.364100            0.029580            -0.010200           1.813153            0.837266            0.539851            
13.500000           1.369700            0.032780            -0.007200           1.872721            0.857100            0.504716            
14.000000           1.373200            0.036480            -0.005000           1.932289            0.876182            0.470613            
14.500000           1.372000            0.040930            -0.003600           1.991857            0.893894            0.435448            
15.000000           1.363200            0.046450            -0.003200           2.051425            0.909434            0.397346            
15.500000           1.352500            0.052570            -0.003700           2.110994            0.923917            0.361041            
16.000000           1.337800            0.059460            -0.005100           2.170562            0.936723            0.325064            
16.500000           1.321400            0.066860            -0.007500           2.230130            0.948298            0.291069            
17.000000           1.304900            0.074530            -0.010700           2.289698            0.959013            0.259932            
17.500000           1.289000            0.082310            -0.014800           2.349266            0.969061            0.231805            
18.000000           1.273800            0.090370            -0.019900           2.408834            0.978493            0.206459            
18.500000           1.259700            0.098490            -0.025700           2.468402            0.987468            0.183825            
19.000000           1.246900            0.106580            -0.032300           2.527970            0.996103            0.163720            
19.500000           1.235500            0.114570            -0.039300           2.587538            1.004496            0.145924            
20.000000           1.226200            0.122280            -0.046700           2.647106            1.226200            0.000000            
21.000000           0.675976            0.222524            -0.057940           2.766243            0.675976            0.000000            
22.000000           0.698817            0.243688            -0.069179           2.885379            0.698817            0.000000            
23.000000           0.721706            0.265521            -0.080419           3.004515            0.721706            0.000000            
24.000000           0.744483            0.288019            -0.091658           3.123651            0.744483            0.000000            
25.000000           0.767023            0.311171            -0.102898           3.242787            0.767023            0.000000            
26.000000           0.789222            0.334962            -0.114138           3.361923            0.789222            0.000000            
27.000000           0.810994            0.359373            -0.125377           3.481060            0.810994            0.000000            
28.000000           0.832265            0.384384            -0.136617           3.600196            0.832265            0.000000            
29.000000           0.852971            0.409969            -0.147857           3.719332            0.852971            0.000000            
30.000000           0.873054            0.436104            -0.159096           3.838468            0.873054            0.000000            
31.000000           0.892464            0.462759            -0.170336           3.957604            0.892464            0.000000            
32.000000           0.911153            0.489907            -0.181575           4.076740            0.911153            0.000000            
33.000000           0.929080            0.517516            -0.192815           4.195877            0.929080            0.000000            
34.000000           0.946202            0.545556            -0.204055           4.315013            0.946202            0.000000            
35.000000           0.962484            0.573994            -0.215294           4.434149            0.962484            0.000000            
36.000000           0.977890            0.602797            -0.222136           4.553285            0.977890            0.000000            
37.000000           0.992386            0.631931            -0.228976           4.672421            0.992386            0.000000            
38.000000           1.005942            0.661363            -0.235807           4.791557            1.005942            0.000000            
39.000000           1.018528            0.691056            -0.242622           4.910694            1.018528            0.000000            
40.000000           1.030116            0.720975            -0.249414           5.029830            1.030116            0.000000            
41.000000           1.040680            0.751086            -0.256175           5.148966            1.040680            0.000000            
42.000000           1.050195            0.781350            -0.262899           5.268102            1.050195            0.000000            
43.000000           1.058638            0.811732            -0.269579           5.387239            1.058638            0.000000            
44.000000           1.065987            0.842195            -0.276208           5.506374            1.065987            0.000000            
45.000000           1.072221            0.872703            -0.282781           5.625511            1.072221            0.000000            
46.000000           1.077322            0.903217            -0.289289           5.744647            1.077322            0.000000            
47.000000           1.081273            0.933701            -0.295727           5.863783            1.081273            0.000000            
48.000000           1.084058            0.964118            -0.302090           5.982919            1.084058            0.000000            
49.000000           1.085662            0.994430            -0.308370           6.102056            1.085662            0.000000            
50.000000           1.086072            1.024601            -0.314563           6.221191            1.086072            0.000000            
51.000000           1.085279            1.054593            -0.320662           6.340328            1.085279            0.000000            
52.000000           1.083271            1.084370            -0.326664           6.459464            1.083271            0.000000            
53.000000           1.080042            1.113895            -0.332562           6.578600            1.080042            0.000000            
54.000000           1.075584            1.143132            -0.338352           6.697736            1.075584            0.000000            
55.000000           1.069894            1.172045            -0.344030           6.816873            1.069894            0.000000            
56.000000           1.062968            1.200599            -0.349592           6.936008            1.062968            0.000000            
57.000000           1.054806            1.228758            -0.355033           7.055145            1.054806            0.000000            
58.000000           1.045407            1.256488            -0.360351           7.174281            1.045407            0.000000            
59.000000           1.034774            1.283754            -0.365542           7.293417            1.034774            0.000000            
60.000000           1.022911            1.310523            -0.370604           7.412553            1.022911            0.000000            
61.000000           1.009823            1.336762            -0.375533           7.531690            1.009823            0.000000            
62.000000           0.995519            1.362439            -0.380328           7.650826            0.995519            0.000000            
63.000000           0.980007            1.387521            -0.384988           7.769962            0.980007            0.000000            
64.000000           0.963298            1.411978            -0.389510           7.889098            0.963298            0.000000            
65.000000           0.945406            1.435779            -0.393894           8.008234            0.945406            0.000000            
66.000000           0.926345            1.458895            -0.398138           8.127371            0.926345            0.000000            
67.000000           0.906132            1.481297            -0.402244           8.246507            0.906132            0.000000            
68.000000           0.884784            1.502959            -0.406210           8.365643            0.884784            0.000000            
69.000000           0.862321            1.523851            -0.410037           8.484779            0.862321            0.000000            
70.000000           0.838766            1.543950            -0.413726           8.603915            0.838766            0.000000            
71.000000           0.814142            1.563230            -0.417277           8.723051            0.814142            0.000000            
72.000000           0.788475            1.581667            -0.420692           8.842188            0.788475            0.000000            
73.000000           0.761790            1.599237            -0.423973           8.961324            0.761790            0.000000            
74.000000           0.734117            1.615921            -0.427122           9.080460            0.734117            0.000000            
75.000000           0.705486            1.631695            -0.430140           9.199596            0.705486            0.000000            
76.000000           0.675929            1.646542            -0.433030           9.318732            0.675929            0.000000            
77.000000           0.645479            1.660442            -0.435795           9.437868            0.645479            0.000000            
78.000000           0.614172            1.673379            -0.438437           9.557005            0.614172            0.000000            
79.000000           0.582044            1.685335            -0.440960           9.676141            0.582044            0.000000            
80.000000           0.549134            1.696297            -0.443366           9.795277            0.549134            0.000000            
81.000000           0.515480            1.706250            -0.445659           9.914413            0.515480            0.000000            
82.000000           0.481124            1.715182            -0.447843           10.033549           0.481124            0.000000            
83.000000           0.446108            1.723083            -0.449921           10.152685           0.446108            0.000000            
84.000000           0.410476            1.729941            -0.451896           10.271822           0.410476            0.000000            
85.000000           0.374272            1.735749            -0.453772           10.390958           0.374272            0.000000            
86.000000           0.337541            1.740499            -0.455553           10.510094           0.337541            0.000000            
87.000000           0.300330            1.744186            -0.457242           10.629230           0.300330            0.000000            
88.000000           0.262686            1.746804            -0.458843           10.748366           0.262686            0.000000            
89.000000           0.224660            1.748350            -0.460360           10.867502           0.224660            0.000000            
